id,supported_engines,locations,spec,monthly_cost,numbers_of_node
vultr-dbaas-startup-occ-so-1-150-8,"['mysql', 'pg']","ams,atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 1, 'ram': 8192, 'disk': 150}",225,1
vultr-dbaas-business-occ-so-1-150-8,"['mysql', 'pg']","ams,atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 1, 'ram': 8192, 'disk': 150}",375,2
vultr-dbaas-premium-occ-so-1-150-8,"['mysql', 'pg']","ams,atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 1, 'ram': 8192, 'disk': 150}",525,3
vultr-dbaas-startup-occ-so-2-320-16,"['mysql', 'pg']","ams,atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 2, 'ram': 16384, 'disk': 320}",375,1
vultr-dbaas-business-occ-so-2-320-16,"['mysql', 'pg']","ams,atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 2, 'ram': 16384, 'disk': 320}",625,2
vultr-dbaas-premium-occ-so-2-320-16,"['mysql', 'pg']","ams,atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 2, 'ram': 16384, 'disk': 320}",875,3
vultr-dbaas-startup-occ-so-2-480-16,"['mysql', 'pg']","ams,atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 2, 'ram': 16384, 'disk': 480}",465,1
vultr-dbaas-business-occ-so-2-480-16,"['mysql', 'pg']","ams,atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 2, 'ram': 16384, 'disk': 480}",775,2
vultr-dbaas-premium-occ-so-2-480-16,"['mysql', 'pg']","ams,atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 2, 'ram': 16384, 'disk': 480}",1085,3
vultr-dbaas-startup-occ-so-4-640-32,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 4, 'ram': 32768, 'disk': 640}",750,1
vultr-dbaas-business-occ-so-4-640-32,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 4, 'ram': 32768, 'disk': 640}",1250,2
vultr-dbaas-premium-occ-so-4-640-32,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 4, 'ram': 32768, 'disk': 640}",1750,3
vultr-dbaas-startup-occ-so-4-960-32,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 4, 'ram': 32768, 'disk': 960}",930,1
vultr-dbaas-business-occ-so-4-960-32,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 4, 'ram': 32768, 'disk': 960}",1550,2
vultr-dbaas-premium-occ-so-4-960-32,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 4, 'ram': 32768, 'disk': 960}",2170,3
vultr-dbaas-startup-occ-so-8-1280-64,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 8, 'ram': 65536, 'disk': 1280}",1500,1
vultr-dbaas-business-occ-so-8-1280-64,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 8, 'ram': 65536, 'disk': 1280}",2500,2
vultr-dbaas-premium-occ-so-8-1280-64,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 8, 'ram': 65536, 'disk': 1280}",3500,3
vultr-dbaas-startup-occ-so-8-1920-64,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 8, 'ram': 65536, 'disk': 1920}",1860,1
vultr-dbaas-business-occ-so-8-1920-64,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 8, 'ram': 65536, 'disk': 1920}",3100,2
vultr-dbaas-premium-occ-so-8-1920-64,"['mysql', 'pg']","atl,blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 8, 'ram': 65536, 'disk': 1920}",4340,3
vultr-dbaas-startup-occ-so-16-2560-128,"['mysql', 'pg']","blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 16, 'ram': 131072, 'disk': 2560}",3000,1
vultr-dbaas-business-occ-so-16-2560-128,"['mysql', 'pg']","blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 16, 'ram': 131072, 'disk': 2560}",5000,2
vultr-dbaas-premium-occ-so-16-2560-128,"['mysql', 'pg']","blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 16, 'ram': 131072, 'disk': 2560}",7000,3
vultr-dbaas-startup-occ-so-16-3840-128,"['mysql', 'pg']","blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 16, 'ram': 131072, 'disk': 3840}",3720,1
vultr-dbaas-business-occ-so-16-3840-128,"['mysql', 'pg']","blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 16, 'ram': 131072, 'disk': 3840}",6200,2
vultr-dbaas-premium-occ-so-16-3840-128,"['mysql', 'pg']","blr,bom,cdg,del,dfw,ewr,fra,hnl,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 16, 'ram': 131072, 'disk': 3840}",8680,3
vultr-dbaas-startup-occ-so-24-3840-192,"['mysql', 'pg']","blr,bom,cdg,del,dfw,ewr,fra,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 24, 'ram': 196608, 'disk': 3840}",4500,1
vultr-dbaas-business-occ-so-24-3840-192,"['mysql', 'pg']","blr,bom,cdg,del,dfw,ewr,fra,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 24, 'ram': 196608, 'disk': 3840}",7500,2
vultr-dbaas-premium-occ-so-24-3840-192,"['mysql', 'pg']","blr,bom,cdg,del,dfw,ewr,fra,icn,itm,jnb,lax,lhr,mad,man,mel,mex,mia,nrt,ord,sao,scl,sea,sgp,sjc,sto,syd,tlv,waw,yto","{'vcpu_count': 24, 'ram': 196608, 'disk': 3840}",10500,3
